id,standard,chapter_number,chapter_name,major_topic,subtopic,concept_tested,stem,option_a,option_b,option_c,option_d,correct_option,correct_answer_text,solution,formula_principle,common_misconception,difficulty,estimated_time,question_type,source_type,concept_family_id,family_size,syllabus_scope_status,generator_eligible_strict_cet,generator_eligible_extended_revision,review_status,syllabus_version,release_version
PHY-12-CH11-0002,12,11,Magnetic Materials,Magnetic Moment of Atoms,Bohr magneton,Expression for the Bohr magneton,"If e is the magnitude of the electronic charge, m_e the mass of the electron and h the Planck constant, the Bohr magneton is equal to",e h / (2 pi m_e),e h / (8 pi m_e),e h / (4 pi m_e),2 e h / (pi m_e),C,e h / (4 pi m_e),"For the first orbit the orbital angular momentum is L = h / (2 pi). The orbital magnetic moment is M = (e / 2 m_e) L = (e / 2 m_e) x h / (2 pi) = e h / (4 pi m_e), which is about 9.27 x 10^-24 A m^2.",mu_B = (e / 2 m_e) x (h / 2 pi) = e h / (4 pi m_e),Students confuse the orbital gyromagnetic ratio e / (2 m_e) with the spin value e / m_e while writing the Bohr magneton.,Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-5e04e38b,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0003,12,11,Magnetic Materials,Magnetic Moment of Atoms,Gyromagnetic ratio,Gyromagnetic ratio for orbital motion of an electron,"For the orbital motion of an electron, the ratio of its magnetic dipole moment to its orbital angular momentum is","e / m_e, about 1.76 x 10^11 C kg^-1","e / (2 m_e), about 8.8 x 10^10 C kg^-1","2 m_e / e, about 1.14 x 10^-11 kg C^-1","e / (4 m_e), about 4.4 x 10^10 C kg^-1",B,"e / (2 m_e), about 8.8 x 10^10 C kg^-1","An electron of charge e moving in a circle of radius r with speed v gives M_orb = e v r / 2 while L = m_e v r. Their ratio is e / (2 m_e) = 1.6 x 10^-19 / (2 x 9.1 x 10^-31), which is about 8.8 x 10^10 C kg^-1. It is a constant independent of the orbit.",Gyromagnetic ratio (orbital) = M_orb / L = e / (2 m_e),Students quote the spin value e / m_e for orbital motion because both are called the gyromagnetic ratio.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-25280e61,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0004,12,11,Magnetic Materials,Magnetic Moment of Atoms,Units of magnetic moment,SI unit of magnetic dipole moment,The SI unit of magnetic dipole moment is,A m^-1,A m^2,A m,A^2 m,B,A m^2,"The magnetic moment of a plane current loop is the product of the current and the area of the loop, so its unit is A m^2. Since the torque on a dipole is tau = M B, the same unit can be written as J T^-1.","M = I A, so the unit is ampere metre squared, equivalently J T^-1","Students confuse the unit of magnetic moment with that of magnetisation, which is moment per unit volume.",Easy,Under 30 seconds,Unit and Dimension,ORIGINAL,CF-4d179c59,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0005,12,11,Magnetic Materials,Magnetic Moment of Atoms,Bohr magneton value,Numerical evaluation of the Bohr magneton,"Taking e = 1.6 x 10^-19 C, h = 6.63 x 10^-34 J s, m_e = 9.1 x 10^-31 kg and pi = 3.14, the magnitude of the Bohr magneton is nearly",9.3 x 10^-24 A m^2,1.9 x 10^-23 A m^2,4.6 x 10^-24 A m^2,5.8 x 10^-23 A m^2,A,9.3 x 10^-24 A m^2,"mu_B = (1.6 x 10^-19 x 6.63 x 10^-34) / (4 x 3.14 x 9.1 x 10^-31). The numerator is 1.061 x 10^-52 and the denominator is 1.143 x 10^-29, so mu_B = 9.28 x 10^-24 A m^2, which is nearly 9.3 x 10^-24 A m^2.",mu_B = e h / (4 pi m_e),Students forget the factor 2 in the orbital gyromagnetic ratio and report twice the Bohr magneton.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-abf595dd,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0006,12,11,Magnetic Materials,Magnetic Moment of Atoms,Net atomic moment,Cancellation of moments in filled shells,"In an atom in which every electron is paired with another of opposite spin and the orbital contributions cancel, the net magnetic moment of the atom is","zero, and it stays zero however strong the applied field may be","equal to one Bohr magneton, directed along the applied field","equal to twice the Bohr magneton, directed opposite to the applied field","zero, so the atom acquires a moment only when an external field is applied",D,"zero, so the atom acquires a moment only when an external field is applied","When electrons are paired their spin moments cancel in pairs and the orbital moments also add to zero, so the resultant permanent moment is zero. Such atoms are the building blocks of diamagnetic materials, in which an applied field induces a small moment directed opposite to the field.",Vector sum of orbital and spin moments of all electrons decides the atomic moment,"Students think that a zero permanent moment means the atom can never respond magnetically, missing induced diamagnetic moments.",Medium,30 to 60 seconds,Conceptual Trap,ORIGINAL,CF-081c6883,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0007,12,11,Magnetic Materials,Magnetic Moment of Atoms,Direction of orbital moment,Relative orientation of orbital moment and angular momentum,"For an electron revolving in a circular orbit, the orbital magnetic moment vector is",parallel to the orbital angular momentum vector,perpendicular to the orbital angular momentum vector,perpendicular to the plane of the orbit but of continuously changing sense,antiparallel to the orbital angular momentum vector,D,antiparallel to the orbital angular momentum vector,"The angular momentum L = m_e v r points along the direction given by the sense of motion of the electron. The equivalent current, however, is opposite to the motion because the electron is negatively charged, so the magnetic moment points the other way. Hence M_orb and L are antiparallel.",M_orb = -(e / 2 m_e) L for an electron,Students ignore the sign of the electronic charge and take the moment along the angular momentum.,Medium,30 to 60 seconds,Direct Concept,ORIGINAL,CF-a9f29ee5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0008,12,11,Magnetic Materials,Magnetic Moment of Atoms,Orbital moment formula,Magnetic moment of an electron in a circular orbit,An electron of charge e moves with speed v in a circular orbit of radius r. The magnitude of its orbital magnetic moment is,e v r,e v r / 2,2 e v r,e v / (2 r),B,e v r / 2,"The electron completes one revolution in time T = 2 pi r / v, so the equivalent current is I = e / T = e v / (2 pi r). The area of the orbit is A = pi r^2. Hence M = I A = e v r / 2.",M = I A with I = e v / (2 pi r) and A = pi r^2,"Students take the current simply as e v or forget to divide by the circumference, dropping the factor one half.",Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-2dd84693,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0009,12,11,Magnetic Materials,Magnetic Moment of Atoms,Orbital moment numerical,Magnetic moment of an electron in the first Bohr orbit,"An electron moves in a circular orbit of radius 5.3 x 10^-11 m with a speed of 2.2 x 10^6 m s^-1. Taking e = 1.6 x 10^-19 C, the magnitude of its orbital magnetic moment is nearly",1.9 x 10^-23 A m^2,4.7 x 10^-24 A m^2,9.3 x 10^-24 A m^2,1.9 x 10^-13 A m^2,C,9.3 x 10^-24 A m^2,"M = (1.6 x 10^-19 x 2.2 x 10^6 x 5.3 x 10^-11) / 2. The product of the numerical factors is 1.6 x 2.2 x 5.3 = 18.66 and the powers of ten give 10^-24, so the numerator is 1.866 x 10^-23. Dividing by 2 gives M = 9.33 x 10^-24 A m^2.",M = e v r / 2,Students add the exponents incorrectly or drop the factor one half in the expression for the equivalent current.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-2dd84693,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0010,12,11,Magnetic Materials,Magnetic Moment of Atoms,Spin versus orbital ratio,Comparison of spin and orbital gyromagnetic ratios,"For an electron, the gyromagnetic ratio associated with spin, compared with that associated with orbital motion, is",half as large,twice as large,equal in magnitude,four times as large,B,twice as large,"For orbital motion the ratio of magnetic moment to angular momentum is e / (2 m_e), about 8.8 x 10^10 C kg^-1. For spin the corresponding ratio is e / m_e, about 1.76 x 10^11 C kg^-1. The spin value is therefore twice the orbital value.",Orbital gyromagnetic ratio = e / (2 m_e); spin gyromagnetic ratio = e / m_e,Students assume the same gyromagnetic ratio applies to spin as to orbital motion.,Medium,30 to 60 seconds,Comparison Based,ORIGINAL,CF-78f6709b,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0011,12,11,Magnetic Materials,Magnetic Moment of Atoms,Moment from angular momentum,Using the gyromagnetic ratio to find a magnetic moment,"An electron in an atom has orbital angular momentum of magnitude 3.15 x 10^-34 J s. Taking the orbital gyromagnetic ratio as 8.8 x 10^10 C kg^-1, the magnitude of its orbital magnetic moment is nearly",5.5 x 10^-23 A m^2,1.4 x 10^-23 A m^2,3.6 x 10^-45 A m^2,2.8 x 10^-23 A m^2,D,2.8 x 10^-23 A m^2,"M_orb = 8.8 x 10^10 x 3.15 x 10^-34. The numerical factors give 8.8 x 3.15 = 27.7 and the powers of ten give 10^-24, so M_orb = 2.77 x 10^-23 A m^2. Note that the given angular momentum is 3 h / (2 pi), so the moment is three Bohr magnetons, which agrees with 3 x 9.27 x 10^-24.",M_orb = (e / 2 m_e) L,"Students divide by the gyromagnetic ratio instead of multiplying, since the ratio is defined as moment divided by angular momentum.",Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-48c3c099,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0012,12,11,Magnetic Materials,Magnetic Moment of Atoms,Equivalent current loop,Magnetic moment from revolution frequency,"An electron makes 6.25 x 10^15 revolutions per second in a circle of radius 0.5 x 10^-10 m. Taking e = 1.6 x 10^-19 C, the magnitude of the associated magnetic moment is",2.5 pi x 10^-34 A m^2,2.5 pi x 10^-24 A m^2,5.0 pi x 10^-24 A m^2,1.0 pi x 10^-24 A m^2,B,2.5 pi x 10^-24 A m^2,"The equivalent current is I = e f = 1.6 x 10^-19 x 6.25 x 10^15 = 1.0 x 10^-3 A. The area is A = pi r^2 = pi x (0.5 x 10^-10)^2 = 2.5 pi x 10^-21 m^2. Hence M = 1.0 x 10^-3 x 2.5 pi x 10^-21 = 2.5 pi x 10^-24 A m^2, that is about 7.9 x 10^-24 A m^2.",I = e f and M = I A = e f pi r^2,Students forget to square the radius when converting the orbit into an equivalent current loop.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-f578c310,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0013,12,11,Magnetic Materials,Magnetic Moment of Atoms,Statements on atomic moments,Judging statements about the origin of atomic magnetism,Consider the following two statements about an atom. Statement P: the orbital magnetic moment of an electron is an integral multiple of the Bohr magneton. Statement Q: the resultant magnetic moment of an atom is the vector sum of the orbital and spin moments of all its electrons. Which of these is or are correct?,Both P and Q are correct,Only P is correct,Only Q is correct,Neither P nor Q is correct,A,Both P and Q are correct,"Since the orbital angular momentum is quantised as n h / (2 pi), the orbital moment is (e / 2 m_e) x n h / (2 pi) = n mu_B, so P is correct. The moments of individual electrons are vectors and add as vectors, which may cancel completely in filled shells, so Q is also correct.",M_orb = n mu_B and M_atom = vector sum of all electronic moments,Students treat the atomic moment as a simple arithmetic sum of magnitudes rather than a vector sum.,Hard,60 to 90 seconds,Statement Based,ORIGINAL,CF-c5037b95,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0014,12,11,Magnetic Materials,Magnetic Moment of Atoms,Gyromagnetic ratio comparison,Gyromagnetic ratio for a hypothetical charged particle,A hypothetical particle carries charge 2e and has mass 4 m_e. It moves in a circular orbit. The ratio of its gyromagnetic ratio to that of an electron in a circular orbit is,2 : 1,1 : 4,1 : 1,1 : 2,D,1 : 2,"For orbital motion the ratio of magnetic moment to angular momentum is q / (2 m). For the particle this is 2 e / (2 x 4 m_e) = e / (4 m_e). For the electron it is e / (2 m_e). Dividing, the ratio is (e / 4 m_e) divided by (e / 2 m_e) = 1 / 2, so the ratio is 1 : 2.",Gyromagnetic ratio for orbital motion = q / (2 m),Students treat the gyromagnetic ratio as a fixed number instead of a charge to mass dependent quantity.,Challenging,More than 90 seconds,Mixed Concept,ORIGINAL,CF-6f7f1bc9,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0015,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Definition of magnetisation,Magnetisation as moment per unit volume,The magnetisation of a magnetised sample is defined as,the net magnetic moment of the sample divided by its surface area,the net magnetic moment of the sample multiplied by its volume,the net magnetic moment of the sample divided by its volume,the total number of aligned atomic dipoles in the sample,C,the net magnetic moment of the sample divided by its volume,"Magnetisation measures how strongly a material is magnetised and is defined as the net magnetic moment developed per unit volume. Being a moment divided by a volume, it has the SI unit A m^-1 and it is a vector along the net moment.",M_z = m_net / V,Students describe magnetisation as the total moment of the specimen and so make it depend on the size of the sample.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-cb402cf8,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0016,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Unit of magnetisation,SI unit of magnetisation,The SI unit of magnetisation is,A m^2,A m^-2,A m^-1,T m A^-1,C,A m^-1,"Magnetisation is magnetic moment per unit volume. Its unit is therefore A m^2 divided by m^3, that is A m^-1. This is the same unit as that of magnetic intensity.","M_z = m_net / V, so the unit is A m^2 / m^3 = A m^-1",Students quote A m^2 because they remember the unit of magnetic moment rather than of magnetisation.,Easy,Under 30 seconds,Unit and Dimension,ORIGINAL,CF-e85536ac,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0017,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Unit of magnetic intensity,SI unit of magnetic intensity,The SI unit of magnetic intensity H is,A m^-1,tesla,weber,N A^-1 m^-1,A,A m^-1,"Magnetic intensity is defined by H = B_0 / mu_0, where B_0 is the magnetic field that the same arrangement of currents would produce in vacuum. Dividing tesla by T m A^-1 leaves A m^-1. For a long solenoid H is simply n I, which is clearly ampere per metre.","H = B_0 / mu_0, measured in A m^-1",Students give the tesla for H because they treat H and B as the same physical quantity.,Easy,Under 30 seconds,Unit and Dimension,ORIGINAL,CF-dee363c5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0018,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,"Relation between B, H and M",The basic relation B = mu_0 (H + M),"Inside a magnetised material, the magnetic field B, the magnetic intensity H and the magnetisation M are related by",B = mu_0 (H - M),B = mu_0 H M,B = mu_0 (M - H),B = mu_0 (H + M),D,B = mu_0 (H + M),"The total field inside a material is the sum of the field mu_0 H due to the free currents and the field mu_0 M contributed by the aligned atomic dipoles of the material. Hence B = mu_0 (H + M). For a diamagnetic sample M itself is negative, so B comes out slightly less than mu_0 H.",B = mu_0 (H + M),Students write a minus sign for diamagnetic materials instead of letting the sign of M take care of it.,Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-a0b8e8b8,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0019,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,H inside a solenoid,Magnetic intensity of a long solenoid,A long solenoid has n turns per unit length and carries a steady current I. The magnetic intensity inside it is,mu_0 n I,n I,n I / mu_0,n I / (2 pi),B,n I,"For a long solenoid the field in vacuum is B_0 = mu_0 n I, so the magnetic intensity is H = B_0 / mu_0 = n I. Note that H depends only on the current and the winding, and is unchanged if a magnetic core is slid into the solenoid.",H = n I for a long solenoid,"Students carry the factor mu_0 into H, forgetting that H is defined precisely to remove it.",Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-9860f974,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0020,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Magnetisation numerical,Magnetisation of a bar magnet,A bar magnet of volume 2 x 10^-5 m^3 has a magnetic moment of 0.4 A m^2. Its magnetisation is,2 x 10^4 A m^-1,2 x 10^4 A m^2,8 x 10^-6 A m^-1,5 x 10^-5 A m^-1,A,2 x 10^4 A m^-1,M_z = 0.4 / (2 x 10^-5) = 0.2 x 10^5 = 2 x 10^4 A m^-1.,M_z = m_net / V,"Students invert the definition and divide the volume by the moment, or attach the unit of magnetic moment to the answer.",Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-6d51d59b,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0021,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,H from applied field,Magnetic intensity from the field in vacuum,"The magnetic field produced in vacuum by a certain arrangement of currents is 4 pi x 10^-4 T. Taking mu_0 = 4 pi x 10^-7 T m A^-1, the magnetic intensity of this arrangement is",1 x 10^-3 A m^-1,4 pi x 10^3 A m^-1,1 x 10^3 A m^-1,1 x 10^-10 A m^-1,C,1 x 10^3 A m^-1,"H = (4 pi x 10^-4) / (4 pi x 10^-7). The factor 4 pi cancels, leaving 10^-4 / 10^-7 = 10^3. Hence H = 1000 A m^-1.",H = B_0 / mu_0,Students forget that 4 pi cancels and leave it in the final answer.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-e7ca61fe,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0022,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Solenoid numerical,Magnetic intensity from turns and current,A solenoid of length 0.5 m has 1000 turns and carries a current of 2 A. The magnetic intensity inside it is,2 x 10^3 A m^-1,1 x 10^3 A m^-1,4 x 10^3 A m^-1,5 x 10^-4 A m^-1,C,4 x 10^3 A m^-1,"The number of turns per unit length is n = 1000 / 0.5 = 2000 m^-1. Hence H = n I = 2000 x 2 = 4000 A m^-1, that is 4 x 10^3 A m^-1.",H = n I with n = N / L,Students substitute the total number of turns for the number of turns per unit length.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-9860f974,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0023,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Rearranging the basic relation,Expressing magnetisation in terms of B and H,"From the relation between B, H and M inside a material, the magnetisation can be written as",M = mu_0 B - H,M = B / mu_0 - H,M = H - B / mu_0,M = B / mu_0 + H,B,M = B / mu_0 - H,"Starting from B = mu_0 (H + M), divide both sides by mu_0 to get B / mu_0 = H + M, and then M = B / mu_0 - H. Both terms on the right have the unit A m^-1, as magnetisation must.",B = mu_0 (H + M) rearranged for M,"Students multiply by mu_0 instead of dividing, producing terms of different units.",Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-08e57019,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0024,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,H independent of core,"Effect of inserting a core on H, M and B","A solenoid carries a fixed current. When an iron rod is slid into it, keeping the current unchanged,",H stays the same while M and B increase greatly,"H, M and B all increase greatly",H increases greatly while M and B stay the same,H and B stay the same while only M increases,A,H stays the same while M and B increase greatly,"The magnetic intensity of a solenoid is H = n I, which involves only the current and the turns per unit length. The iron core develops a large magnetisation M in response to this H, and since B = mu_0 (H + M), the field B inside becomes very much larger. H itself is unaffected.",H = n I depends only on free currents; M depends on the material,"Students believe the core changes H, when in fact H is set entirely by the free current.",Medium,30 to 60 seconds,Conceptual Trap,ORIGINAL,CF-031daf5b,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0025,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Field from H and M,Computing B from H and M,"Inside a certain specimen the magnetic intensity is 500 A m^-1 and the magnetisation is 2500 A m^-1. Taking mu_0 = 4 pi x 10^-7 T m A^-1, the magnetic field inside the specimen is",12 pi x 10^-4 T,8 pi x 10^-4 T,2 pi x 10^-4 T,10 pi x 10^-4 T,A,12 pi x 10^-4 T,"H + M = 500 + 2500 = 3000 A m^-1. Hence B = 4 pi x 10^-7 x 3000 = 12000 pi x 10^-7 = 12 pi x 10^-4 T, which is about 3.8 x 10^-3 T.",B = mu_0 (H + M),"Students subtract M from H, or forget one of the two contributions to the field inside the material.",Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-a9b725ee,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0026,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Dimensions of M and H,Comparing the dimensions of magnetisation and magnetic intensity,The physical quantities magnetisation and magnetic intensity,"have different dimensions, so their ratio carries the unit A m^-1",have the same dimensions as magnetic flux density,have dimensions that differ by a factor of length,"have the same dimensions, so their ratio is a pure number",D,"have the same dimensions, so their ratio is a pure number","Magnetisation is magnetic moment per unit volume, that is A m^2 per m^3 or A m^-1. Magnetic intensity is B_0 / mu_0, which also works out to A m^-1. Because the two share the same dimensions, the magnetic susceptibility chi = M / H is a dimensionless number.","M and H are both measured in A m^-1, so chi = M / H is dimensionless",Students expect susceptibility to carry a unit because they think M and H are dimensionally different.,Medium,30 to 60 seconds,Unit and Dimension,ORIGINAL,CF-3cb31641,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0027,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Cutting a magnet,Effect of cutting a bar magnet on its magnetisation,"A uniformly magnetised bar magnet is cut into two equal pieces by a cut perpendicular to its length. For each piece,",both the magnetic moment and the magnetisation are halved,the magnetic moment is unchanged and the magnetisation is doubled,the magnetic moment is halved and the magnetisation is unchanged,both the magnetic moment and the magnetisation are unchanged,C,the magnetic moment is halved and the magnetisation is unchanged,"Each half contains half the aligned atomic dipoles, so its magnetic moment is half the original. Its volume is also half the original. Since magnetisation is moment divided by volume, both halvings cancel and the magnetisation stays the same. Magnetisation is a property of the material state, not of the size of the piece.",M_z = m_net / V; both m_net and V halve on cutting,"Students halve the magnetisation along with the moment, forgetting that the volume also becomes half.",Medium,30 to 60 seconds,Application Based,ORIGINAL,CF-8b39ab51,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0028,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Core in a solenoid,Field inside a solenoid with a magnetic core,"A solenoid with 1000 turns per metre carries a current of 3 A. Its core has magnetic susceptibility 499. Taking mu_0 = 4 pi x 10^-7 T m A^-1, the magnetic field inside the core is nearly",3.8 x 10^-3 T,1.9 x 10^-3 T,3.8 T,1.9 T,D,1.9 T,"H = 1000 x 3 = 3000 A m^-1. Then M = chi H = 499 x 3000 = 1.497 x 10^6 A m^-1, so H + M = 1.5 x 10^6 A m^-1. Hence B = 4 pi x 10^-7 x 1.5 x 10^6 = 0.6 pi = 1.88 T, nearly 1.9 T.","H = n I, M = chi H, B = mu_0 (H + M) = mu_0 (1 + chi) H","Students compute mu_0 H and stop there, forgetting that the core contributes the dominant part of the field.",Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-1b5ee935,9,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0029,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Magnetisation from atomic moments,Saturation magnetisation from number density,"A material contains 8 x 10^28 atoms per cubic metre, each having a magnetic moment of 2.5 x 10^-24 A m^2. If all the atomic moments are aligned, the magnetisation of the material is",2 x 10^5 A m^2,2 x 10^5 A m^-1,3.2 x 10^52 A m^-1,2 x 10^-1 A m^-1,B,2 x 10^5 A m^-1,"With every dipole aligned, the net moment per unit volume is M_z = N mu = 8 x 10^28 x 2.5 x 10^-24. The numerical factors give 8 x 2.5 = 20 and the powers of ten give 10^4, so M_z = 20 x 10^4 = 2 x 10^5 A m^-1.","M_z = N mu, where N is the number of dipoles per unit volume","Students divide instead of multiply, or attach the unit of magnetic moment to a magnetisation.",Hard,60 to 90 seconds,Numerical,ORIGINAL,CF-ed2f49e4,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0030,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Moment from magnetisation,Total moment of a rod of given magnetisation,A rod of length 20 cm and uniform cross sectional area 2 cm^2 is magnetised to a magnetisation of 5 x 10^4 A m^-1. The magnetic moment of the rod is,2 x 10^4 A m^2,0.02 A m^2,2 A m^2,1.25 x 10^9 A m^2,C,2 A m^2,Convert to SI units: length = 0.2 m and area = 2 cm^2 = 2 x 10^-4 m^2. Hence V = 0.2 x 2 x 10^-4 = 4 x 10^-5 m^3. The moment is m_net = M_z V = 5 x 10^4 x 4 x 10^-5 = 2 A m^2.,"m_net = M_z V, with V = area x length",Students forget that one square centimetre is 10^-4 square metres and convert the area as though it were a length.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-3eb83fd7,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0031,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Fields in vacuum,Relation between B and H in vacuum,"For a region of vacuum in which the magnetic intensity is H, the magnetic field is","mu_0 H, because the magnetisation of vacuum equals the magnetic intensity","mu_0 H, because the magnetisation of vacuum is zero","zero, because there is no material to be magnetised","H itself, because mu_0 is taken as unity in vacuum",B,"mu_0 H, because the magnetisation of vacuum is zero","Vacuum contains no atomic dipoles, so its magnetisation is zero. Substituting M = 0 into B = mu_0 (H + M) gives B = mu_0 H. This is why H is defined as B_0 / mu_0 in the first place: in vacuum the two descriptions coincide.",B = mu_0 (H + M) with M = 0 in vacuum,"Students think a magnetic field requires a material medium, or set mu_0 equal to one.",Hard,60 to 90 seconds,Conceptual Trap,ORIGINAL,CF-85849814,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0032,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,M against H graph,Shape of the M against H graph for a paramagnetic sample,"For a paramagnetic sample held at a fixed temperature and subjected to weak fields, the graph of magnetisation against magnetic intensity is",a straight line through the origin with a small negative slope,a straight line through the origin with a very large positive slope,a curve that rises steeply and then flattens into a horizontal line,a straight line through the origin with a small positive slope,D,a straight line through the origin with a small positive slope,"For weak fields the magnetisation of a paramagnetic sample is proportional to the magnetic intensity, M = chi H, and the graph is a straight line through the origin whose slope is chi. Since chi for a paramagnetic material lies between about 10^-5 and 10^-3, the slope is positive but very small.","M = chi H, so the slope of the M against H graph is chi",Students confuse the gentle positive slope of a paramagnetic sample with the steep saturating curve of a ferromagnetic one.,Hard,60 to 90 seconds,Graph Concept,ORIGINAL,CF-73efe3c6,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH11-0033,12,11,Magnetic Materials,Magnetisation and Magnetic Intensity,Toroid,Magnetic intensity inside a toroid,A toroid of mean circumference 0.5 m is wound with 250 turns and carries a current of 2 A. The magnetic intensity along the mean circle of the toroid is,5 x 10^2 A m^-1,2 x 10^3 A m^-1,1.26 x 10^-3 A m^-1,1 x 10^3 A m^-1,D,1 x 10^3 A m^-1,The number of turns per unit length along the mean circle is n = N / L = 250 / 0.5 = 500 m^-1. Hence H = n I = 500 x 2 = 1000 A m^-1. Note that this answer does not involve mu_0 and would be the same whatever core the toroid carried.,"H = N I / L, where L is the mean circumference of the toroid","Students multiply by the circumference instead of dividing, or bring mu_0 into the magnetic intensity.",Challenging,More than 90 seconds,Multi-Step Numerical,ORIGINAL,CF-4833510f,4,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
